HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
9646	PTPN13	protein tyrosine phosphatase, non-receptor type 13	Approved		PTP1E, PTP-BAS, PTPL1, PTP-BL	4q21.3			PDZ	PDZ domain containing	1220
9655	PTPN3	protein tyrosine phosphatase, non-receptor type 3	Approved		PTPH1	9q31			PDZ	PDZ domain containing	1220
9656	PTPN4	protein tyrosine phosphatase, non-receptor type 4	Approved		PTPMEG	2q14.2			PDZ	PDZ domain containing	1220
22226	RADIL	Rap associating with DIL domain	Approved		FLJ10324, KIAA1849, RASIP2	7p22.1	AB058752	NM_018059	PDZ	PDZ domain containing	1220
16854	RAPGEF2	Rap guanine nucleotide exchange factor 2	Approved	PDZGEF1	PDZ-GEF1, RA-GEF, DKFZP586O1422, KIAA0313	4q32.1	AB002311	NM_014247	PDZ	PDZ domain containing	1220
20655	RAPGEF6	Rap guanine nucleotide exchange factor 6	Approved	PDZGEF2	RA-GEF-2, PDZ-GEF2	5q31.1	AF117947	NM_016340	PDZ	PDZ domain containing	1220
9994	RGS12	regulator of G protein signaling 12	Approved			4p16.3	AF035152	NM_002926	PDZ	PDZ domain containing	1220
9999	RGS3	regulator of G protein signaling 3	Approved		C2PA, FLJ20370, PDZ-RGS3	9q32	AF006610	NM_017790	PDZ	PDZ domain containing	1220
19973	RHPN1	rhophilin Rho GTPase binding protein 1	Approved		KIAA1929, RHPN, ODF5	8q24.3	AB067516		PDZ	PDZ domain containing	1220
19974	RHPN2	rhophilin Rho GTPase binding protein 2	Approved			19q13.12	AF268032	NM_033103	PDZ	PDZ domain containing	1220
17282	RIMS1	regulating synaptic membrane exocytosis 1	Approved	RAB3IP2, CORD7	RIM, KIAA0340, RIM1	6q13	AB002338	NM_014989	PDZ	PDZ domain containing	1220
17283	RIMS2	regulating synaptic membrane exocytosis 2	Approved	RAB3IP3	KIAA0751, RIM2, OBOE	8q22.3	AB018294	NM_001100117	PDZ	PDZ domain containing	1220
30377	SCRIB	scribbled planar cell polarity protein	Approved		KIAA0147, SCRB1, Vartul	8q24.3	AY062238	NM_015356	PDZ	PDZ domain containing	1220
10662	SDCBP	syndecan binding protein	Approved		SYCL, MDA-9	8q12.1	AF000652	NM_005625	PDZ	PDZ domain containing	1220
15756	SDCBP2	syndecan binding protein 2	Approved		ST-2, SITAC18	20p13	AF131809	NM_080489	PDZ	PDZ domain containing	1220
15474	SHANK1	SH3 and multiple ankyrin repeat domains 1	Approved		SSTRIP, SPANK-1, synamon	19q13.33	AF163302	NM_016148	PDZ	PDZ domain containing	1220
14295	SHANK2	SH3 and multiple ankyrin repeat domains 2	Approved	CORTBP1	CTTNBP1, ProSAP1, SHANK, SPANK-3	11q13.3-q13.4	AF141901	NM_012309	PDZ	PDZ domain containing	1220
14294	SHANK3	SH3 and multiple ankyrin repeat domains 3	Approved		SPANK-2, prosap2, KIAA1650, PSAP2	22q13.33	AB051437	NM_001080420	PDZ	PDZ domain containing	1220
630	SHROOM2	shroom family member 2	Approved	APXL		Xp22.2	X83543	NM_001649	PDZ	PDZ domain containing	1220
30422	SHROOM3	shroom family member 3	Approved		ShrmL, SHRM, KIAA1481, APXL3	4q21.1	AB055660	NM_020859	PDZ	PDZ domain containing	1220
29215	SHROOM4	shroom family member 4	Approved		KIAA1202	Xp11.22	AB033028	NM_020717	PDZ	PDZ domain containing	1220
10885	SIPA1	signal-induced proliferation-associated 1	Approved		SPA1	11q13.1	AH006363, BC010492, BM677738	NM_006747	PDZ	PDZ domain containing	1220
20284	SIPA1L1	signal induced proliferation associated 1 like 1	Approved		KIAA0440, E6TP1	14q24.1	AB007900	NM_015556	PDZ	PDZ domain containing	1220
23800	SIPA1L2	signal induced proliferation associated 1 like 2	Approved		KIAA1389	1q42.2	AB037810	XM_045839	PDZ	PDZ domain containing	1220
23801	SIPA1L3	signal induced proliferation associated 1 like 3	Approved		KIAA0545	19q13.13-q13.2	AB011117	XM_032278	PDZ	PDZ domain containing	1220
11075	SLC9A3R1	SLC9A3 regulator 1	Approved		NHERF, EBP50, NHERF1	17q25.1	AF015926		PDZ	PDZ domain containing	1220
11076	SLC9A3R2	SLC9A3 regulator 2	Approved		SIP-1, TKA-1, NHERF-2, E3KARP	16p13.3	AF004900		PDZ	PDZ domain containing	1220
11167	SNTA1	syntrophin alpha 1	Approved	SNT1	TACIP1, LQT12	20q11.21	U40571	NM_003098	PDZ	PDZ domain containing	1220
11168	SNTB1	syntrophin beta 1	Approved	SNT2B1	59-DAP, A1B, BSYN2, TIP-43, SNT2	8q24.12	AF028828	NM_021021	PDZ	PDZ domain containing	1220
11169	SNTB2	syntrophin beta 2	Approved	SNT2B2, SNTL, D16S2531E	EST25263, SNT3	16q22.1	U40572		PDZ	PDZ domain containing	1220
13740	SNTG1	syntrophin gamma 1	Approved		SYN4, G1SYN	8q11.21	AJ003030		PDZ	PDZ domain containing	1220
13741	SNTG2	syntrophin gamma 2	Approved		SYN5, G2SYN	2p25.3	AJ003029	NM_018968	PDZ	PDZ domain containing	1220
20073	SNX27	sorting nexin family member 27	Approved		MY014, KIAA0488, MGC20471	1q21.3	AB007957	NM_030918	PDZ	PDZ domain containing	1220
19694	STXBP4	syntaxin binding protein 4	Approved		Synip, MGC50337	17q22	BC041485	NM_178509	PDZ	PDZ domain containing	1220
18955	SYNJ2BP	synaptojanin 2 binding protein	Approved		Arip2	14q24.2	AK002133	NM_018373	PDZ	PDZ domain containing	1220
17732	SYNPO2	synaptopodin 2	Approved		MYOPODIN	4q26	AJ010482		PDZ	PDZ domain containing	1220
23532	SYNPO2L	synaptopodin 2 like	Approved		FLJ12921	10q22.2	AK022983	NM_024875	PDZ	PDZ domain containing	1220
30684	TAX1BP3	Tax1 binding protein 3	Approved		TIP-1	17p13.2	AF028823	NM_014604	PDZ	PDZ domain containing	1220
11805	TIAM1	T cell lymphoma invasion and metastasis 1	Approved			21q22.11		NM_003253	PDZ	PDZ domain containing	1220
11806	TIAM2	T cell lymphoma invasion and metastasis 2	Approved		STEF	6q25.2-q25.3		NM_012454	PDZ	PDZ domain containing	1220
11827	TJP1	tight junction protein 1	Approved		ZO-1, MGC133289, DKFZp686M05161	15q13.1		NM_003257	PDZ	PDZ domain containing	1220
11828	TJP2	tight junction protein 2	Approved	DFNA51	ZO-2, X104, ZO2	9q21.11	L27476	NM_201629	PDZ	PDZ domain containing	1220
11829	TJP3	tight junction protein 3	Approved		ZO-3	19p13.3	AC005954		PDZ	PDZ domain containing	1220
12597	USH1C	USH1 protein network component harmonin	Approved	DFNB18	PDZ73, harmonin, NY-CO-37, NY-CO-38, PDZ-73, AIE-75, PDZD7C	11p15.1	AB006955	NM_005709	PDZ	PDZ domain containing	1220
8827	PELI1	pellino E3 ubiquitin protein ligase 1	Approved			2p14		NM_020651	PELI	Pellino E3 ubiquitin protein ligases	676
8828	PELI2	pellino E3 ubiquitin protein ligase family member 2	Approved			14q22.3	AF302502		PELI	Pellino E3 ubiquitin protein ligases	676
30010	PELI3	pellino E3 ubiquitin protein ligase family member 3	Approved		MGC35521	11q13.2	AL834395	NM_145065	PELI	Pellino E3 ubiquitin protein ligases	676
339	APLNR	apelin receptor	Approved	AGTRL1	FLJ90771, APJ, APJR	11q12.1	U03642	NM_005161		Peptide receptors	220
4267	GHSR	growth hormone secretagogue receptor	Approved			3q26.31	AY429112	NM_004122		Peptide receptors	220
4510	KISS1R	KISS1 receptor	Approved	GPR54	HOT7T175, AXOR12	19p13.3	AB051065	NM_032551		Peptide receptors	220
4495	MLNR	motilin receptor	Approved	GPR38		13q14.2	AF034632	NM_001507		Peptide receptors	220
4464	PRLHR	prolactin releasing hormone receptor	Approved	GPR10	PrRPR	10q26.11	AB048946	NM_004248		Peptide receptors	220
15565	QRFPR	pyroglutamylated RFamide peptide receptor	Approved	GPR103		4q27	AF411117	NM_198179		Peptide receptors	220
12299	TRHR	thyrotropin releasing hormone receptor	Approved			8q23.1				Peptide receptors	220
8904	PGLYRP1	peptidoglycan recognition protein 1	Approved	TNFSF3L, PGLYRP	TAG7, PGRP, PGRP-S, PGRPS	19q13.32	AF076483	NM_005091	PGLYRP	Peptidoglycan recognition proteins	1397
30013	PGLYRP2	peptidoglycan recognition protein 2	Approved		PGRP-L, PGLYRPL, TAGL-like, tagL, tagL-alpha, tagl-beta, PGRPL	19p13.12	AY358156	NM_052890	PGLYRP	Peptidoglycan recognition proteins	1397
30014	PGLYRP3	peptidoglycan recognition protein 3	Approved		PGRPIA, PGLYRPIalpha, PGRP-Ialpha	1q21.3	AY035376	NM_052891	PGLYRP	Peptidoglycan recognition proteins	1397
30015	PGLYRP4	peptidoglycan recognition protein 4	Approved		SBBI67, PGRPIB, PGLYRPIbeta, PGRP-Ibeta	1q21.3	AF242518	NM_020393	PGLYRP	Peptidoglycan recognition proteins	1397
18367	PADI1	peptidyl arginine deiminase 1	Approved		HPAD10, PDI1, PDI, PAD1	1p36.13	AB033768	NM_013358	PADI	Peptidyl arginine deiminases	677
18341	PADI2	peptidyl arginine deiminase 2	Approved		KIAA0994, PDI2	1p36.13	AB030176		PADI	Peptidyl arginine deiminases	677
18337	PADI3	peptidyl arginine deiminase 3	Approved		PDI3	1p36.13	AB026831		PADI	Peptidyl arginine deiminases	677
18368	PADI4	peptidyl arginine deiminase 4	Approved	PADI5	PAD, PDI5, PDI4	1p36.13	AB017919	NM_012387	PADI	Peptidyl arginine deiminases	677
20449	PADI6	peptidyl arginine deiminase 6	Approved			1p36.13	AY422079	NM_207421	PADI	Peptidyl arginine deiminases	677
9076	PLIN1	perilipin 1	Approved	PLIN		15q26.1	AB005293	NM_002666	PLIN	Perilipins	678
248	PLIN2	perilipin 2	Approved	ADFP	ADRP	9p22.1	X97324	NM_001122	PLIN	Perilipins	678
16893	PLIN3	perilipin 3	Approved	M6PRBP1	TIP47, PP17	19p13.3	AF051314	NM_005817	PLIN	Perilipins	678
29393	PLIN4	perilipin 4	Approved	KIAA1881	S3-12	19p13.3	AB067468	XM_170901	PLIN	Perilipins	678
33196	PLIN5	perilipin 5	Approved		LSDP5, LSDA5, OXPAT, MLDP	19p13.3	DQ839131	NM_001013706	PLIN	Perilipins	678
8850	PEX1	peroxisomal biogenesis factor 1	Approved	ZWS1, ZWS		7q21.2	AF026086	NM_000466	PEX	Peroxins	957
8851	PEX10	peroxisomal biogenesis factor 10	Approved		RNF69	1p36.32	AF060502	NM_153818	PEX	Peroxins	957
8852	PEX11A	peroxisomal biogenesis factor 11 alpha	Approved		PEX11-ALPHA, MGC119947, MGC138534	15q26.1	AF093668	NM_003847	PEX	Peroxins	957
8853	PEX11B	peroxisomal biogenesis factor 11 beta	Approved			1q21.1	AF093670	NM_003846	PEX	Peroxins	957
20208	PEX11G	peroxisomal biogenesis factor 11 gamma	Approved			19p13.2	BC008780	NM_080662	PEX	Peroxins	957
8854	PEX12	peroxisomal biogenesis factor 12	Approved			17q12	U91521	NM_000286	PEX	Peroxins	957
8855	PEX13	peroxisomal biogenesis factor 13	Approved			2p15	U71374	NM_002618	PEX	Peroxins	957
8856	PEX14	peroxisomal biogenesis factor 14	Approved			1p36.22	AF045186		PEX	Peroxins	957
8857	PEX16	peroxisomal biogenesis factor 16	Approved			11p11.2	AF118240	NM_057174	PEX	Peroxins	957
9713	PEX19	peroxisomal biogenesis factor 19	Approved	PXF	HK33, D1S2223E, PMP1, PMPI, PXMP1	1q23.2	Y09048	NM_002857	PEX	Peroxins	957
9717	PEX2	peroxisomal biogenesis factor 2	Approved	PXMP3	PMP35, PAF-1, RNF72, ZWS3	8q21.13	M86852	NM_000318	PEX	Peroxins	957
22965	PEX26	peroxisomal biogenesis factor 26	Approved		FLJ20695	22q11.21	AB089678	NM_017929	PEX	Peroxins	957
8858	PEX3	peroxisomal biogenesis factor 3	Approved			6q24.2	AJ001625		PEX	Peroxins	957
9719	PEX5	peroxisomal biogenesis factor 5	Approved	PXR1	PTS1R	12p13.31	U19721	NM_000319	PEX	Peroxins	957
8859	PEX6	peroxisomal biogenesis factor 6	Approved		PXAAA1, PAF-2	6p21.1	U56602	NM_000287	PEX	Peroxins	957
8860	PEX7	peroxisomal biogenesis factor 7	Approved		PTS2R, RD	6q23.3	AF180814	NM_000288	PEX	Peroxins	957
9352	PRDX1	peroxiredoxin 1	Approved	PAGA	NKEFA	1p34.1	BC021683	NM_181697	PRDX	Peroxiredoxins	953
9353	PRDX2	peroxiredoxin 2	Approved	TDPX1	PRP, NKEFB, TSA, PRXII, PRX2, MGC4104	19p13.13		NM_005809	PRDX	Peroxiredoxins	953
9354	PRDX3	peroxiredoxin 3	Approved	AOP1	MER5, AOP-1, SP-22	10q26.11	D49396	NM_006793	PRDX	Peroxiredoxins	953
17169	PRDX4	peroxiredoxin 4	Approved		AOE37-2	Xp22.11	U25182	NM_006406	PRDX	Peroxiredoxins	953
9355	PRDX5	peroxiredoxin 5	Approved		ACR1, AOEB166, MGC142285, PRXV, PMP20, B166, PRDX6, PLP, SBBI10, MGC117264, MGC142283	11q13.1	AF197952	NM_181651	PRDX	Peroxiredoxins	953
16753	PRDX6	peroxiredoxin 6	Approved		AOP2, KIAA0106, 1-Cys, NSGPx, PRX, aiPLA2, MGC46173, p29	1q25.1	D14662	NM_004905	PRDX	Peroxiredoxins	953
360	AIRE	autoimmune regulator	Approved	APECED	PGA1, APS1	21q22.3	AB006684		PHF	PHD finger proteins	88
19088	ASH1L	ASH1 like histone lysine methyltransferase	Approved		huASH1, ASH1, ASH1L1, KMT2H	1q22	AB037841	NM_018489	PHF	PHD finger proteins	88
744	ASH2L	ASH2 like histone lysine methyltransferase complex subunit	Approved	ASH2L1	ASH2L2, ASH2, Bre2	8p11.23	AF056717	NM_004674	PHF	PHD finger proteins	88
960	BAZ1A	bromodomain adjacent to zinc finger domain 1A	Approved		hACF1, ACF1, WALp1, WCRF180	14q13.1-q13.2	AB032252		PHF	PHD finger proteins	88
961	BAZ1B	bromodomain adjacent to zinc finger domain 1B	Approved	WBSCR9, WBSCR10	WSTF	7q11.23	AF084479	NM_032408	PHF	PHD finger proteins	88
962	BAZ2A	bromodomain adjacent to zinc finger domain 2A	Approved		KIAA0314, TIP5, WALp3	12q13.3	AB032254	NM_013449	PHF	PHD finger proteins	88
963	BAZ2B	bromodomain adjacent to zinc finger domain 2B	Approved		WALp4	2q24.2	AB032255		PHF	PHD finger proteins	88
3581	BPTF	bromodomain PHD finger transcription factor	Approved	FALZ	FAC1, NURF301	17q24.2	AY282495	NM_182641, NM_004459	PHF	PHD finger proteins	88
1918	CHD3	chromodomain helicase DNA binding protein 3	Approved		Mi-2a, ZFH, Mi2-ALPHA	17p13.1	U08379	NM_001005273	PHF	PHD finger proteins	88
1919	CHD4	chromodomain helicase DNA binding protein 4	Approved		Mi-2b, Mi2-BETA	12p13.31	X86691	NM_001273	PHF	PHD finger proteins	88
16816	CHD5	chromodomain helicase DNA binding protein 5	Approved			1p36.31	AF425231	NM_015557	PHF	PHD finger proteins	88
24343	CXXC1	CXXC finger protein 1	Approved		HsT2645, PCCX1, hCGBP, PHF18, CGBP, SPP1, CFP1, ZCGPC1	18q21.1	BC014940	NM_014593	PHF	PHD finger proteins	88
2680	DIDO1	death inducer-obliterator 1	Approved	C20orf158, DATF1	DIO1, dJ885L7.8, FLJ11265, KIAA0333, DIO-1, BYE1	20q13.33	AB002331	NM_080796	PHF	PHD finger proteins	88
20225	DPF1	double PHD fingers 1	Approved		neuro-d4, NEUD4, BAF45b	19q13.2	U43843		PHF	PHD finger proteins	88
9964	DPF2	double PHD fingers 2	Approved	REQ	ubi-d4, BAF45d	11q13.1	U94585	NM_006268	PHF	PHD finger proteins	88
17427	DPF3	double PHD fingers 3	Approved		cer-d4, Cerd4, FLJ14079, BAF45c	14q24.2	U43919		PHF	PHD finger proteins	88
20748	FANCL	Fanconi anemia complementation group L	Approved	PHF9	FLJ10335, FAAP43, Pog	2p16.1	AK001197	NM_018062	PHF	PHD finger proteins	88
20338	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	Approved	KIAA1333	FLJ20333, PHF7B	14q12	AK000340	NM_017769	PHF	PHD finger proteins	88
6062	ING1	inhibitor of growth family member 1	Approved		p33ING1, p33ING1b, p24ING1c, p33, p47, p47ING1a	13q34		NM_005537	PHF	PHD finger proteins	88
6063	ING2	inhibitor of growth family member 2	Approved	ING1L	p33ING2	4q35.1	AB012853	NM_001564	PHF	PHD finger proteins	88
14587	ING3	inhibitor of growth family member 3	Approved		p47ING3, FLJ20089, Eaf4, MEAF4	7q31.31	AF074968	NM_019071	PHF	PHD finger proteins	88
19423	ING4	inhibitor of growth family member 4	Approved		p29ING4, my036	12p13.31	AF063594	NM_198287	PHF	PHD finger proteins	88
19421	ING5	inhibitor of growth family member 5	Approved		FLJ23842, p28ING5	2q37.3	AF189286	NM_032329	PHF	PHD finger proteins	88
25067	INTS12	integrator complex subunit 12	Approved	PHF22	SBBI22, INT12	4q24		NM_020395	PHF	PHD finger proteins	88
30027	JADE1	jade family PHD finger 1	Approved	PHF17	JADE-1	4q28.2		NM_024900	PHF	PHD finger proteins	88
22984	JADE2	jade family PHD finger 2	Approved	PHF15	KIAA0239, JADE-2	5q31.1	AJ251833	NM_015288	PHF	PHD finger proteins	88
22982	JADE3	jade family PHD finger 3	Approved	PHF16	KIAA0215, JADE-3	Xp11.3	AF127774	NM_014735	PHF	PHD finger proteins	88
13013	KAT6A	lysine acetyltransferase 6A	Approved	ZNF220, RUNXBP2, MYST3	MOZ, ZC2HC6A	8p11.21	U47742	NM_006766	PHF	PHD finger proteins	88
17582	KAT6B	lysine acetyltransferase 6B	Approved	MYST4	querkopf, qkf, Morf, MOZ2, ZC2HC6B	10q22.2	AF113514	NM_012330	PHF	PHD finger proteins	88
9886	KDM5A	lysine demethylase 5A	Approved	RBBP2, JARID1A		12p13.33		NM_005056	PHF	PHD finger proteins	88
18039	KDM5B	lysine demethylase 5B	Approved	JARID1B	RBBP2H1A, PLU-1, CT31, PPP1R98	1q32.1	AJ243706	NM_006618	PHF	PHD finger proteins	88
11114	KDM5C	lysine demethylase 5C	Approved	SMCX, JARID1C, MRX13	DXS1272E, XE169	Xp11.22	Z29650	NM_004187	PHF	PHD finger proteins	88
11115	KDM5D	lysine demethylase 5D	Approved	HYA, HY, SMCY, JARID1D	KIAA0234	Yq11.223	U52191	NM_004653	PHF	PHD finger proteins	88
22224	KDM7A	lysine demethylase 7A	Approved	JHDM1D	KIAA1718	7q34		NM_030647	PHF	PHD finger proteins	88
7132	KMT2A	lysine methyltransferase 2A	Approved	MLL	TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A	11q23.3	L04284	NM_005933	PHF	PHD finger proteins	88
13726	KMT2C	lysine methyltransferase 2C	Approved	MLL3	KIAA1506, HALR	7q36.1	AF264750		PHF	PHD finger proteins	88
7133	KMT2D	lysine methyltransferase 2D	Approved	TNRC21, MLL2	ALR, MLL4, CAGL114	12q13.12	AF010403		PHF	PHD finger proteins	88
18541	KMT2E	lysine methyltransferase 2E	Approved	MLL5	HDCMC04P	7q22.3	AF067804		PHF	PHD finger proteins	88
16063	MLLT10	MLLT10, histone lysine methyltransferase DOT1L cofactor	Approved		AF10	10p12.31	U13948		PHF	PHD finger proteins	88
7138	MLLT6	MLLT6, PHD finger containing	Approved		AF17, FLJ23480	17q12		NM_005937	PHF	PHD finger proteins	88
29535	MTF2	metal response element binding transcription factor 2	Approved		M96, PCL2, TDRD19A	1p22.1	AJ010014	NM_007358	PHF	PHD finger proteins	88
14234	NSD1	nuclear receptor binding SET domain protein 1	Approved	STO	ARA267, FLJ22263, KMT3B	5q35.3	AK026066	NM_172349	PHF	PHD finger proteins	88
8919	PHF1	PHD finger protein 1	Approved		MTF2L2, TDRD19C, PCL1	6p21.32	AF029678		PHF	PHD finger proteins	88
18250	PHF10	PHD finger protein 10	Approved		FLJ10975, XAP135, BAF45a	6q27	AF338735	NM_018288	PHF	PHD finger proteins	88
17024	PHF11	PHD finger protein 11	Approved		NY-REN-34, BCAP, IGER	13q14.2	AB011031	NM_016119	PHF	PHD finger proteins	88
20816	PHF12	PHD finger protein 12	Approved		PF1, KIAA1523	17q11.2	AB040956	NM_020889	PHF	PHD finger proteins	88
22983	PHF13	PHD finger protein 13	Approved		MGC43399	1p36.31	AK027492	NM_153812	PHF	PHD finger proteins	88
22203	PHF14	PHD finger protein 14	Approved		KIAA0783	7p21.3	AB018326	NM_014660	PHF	PHD finger proteins	88
24566	PHF19	PHD finger protein 19	Approved		DKFZP727G051, PCL3, MTF2L1, TDRD19B	9q33.2	BX640713	XM_045308	PHF	PHD finger proteins	88
8920	PHF2	PHD finger protein 2	Approved		KIAA0662, JHDM1E, CENP-35, KDM7C	9q22.31	AF043725	NM_005392	PHF	PHD finger proteins	88
16098	PHF20	PHD finger protein 20	Approved	C20orf104	dJ1121G12.1, TDRD20A	20q11.22-q11.23	AL109965	NM_016436	PHF	PHD finger proteins	88
24280	PHF20L1	PHD finger protein 20 like 1	Approved		CGI-72, FLJ13649, MGC64923, FLJ21615, TDRD20B	8q24.22	AF230666	NM_016018	PHF	PHD finger proteins	88
24156	PHF21A	PHD finger protein 21A	Approved		BHC80, KIAA1696, BM-006	11p11.2	AL359593	NM_016621	PHF	PHD finger proteins	88
25161	PHF21B	PHD finger protein 21B	Approved	PHF4	BHC80L, FLJ34161	22q13.31	AK091480	NM_138415	PHF	PHD finger proteins	88
28428	PHF23	PHD finger protein 23	Approved		MGC2941, FLJ16355	17p13.1	AK122791	NM_024297	PHF	PHD finger proteins	88
29180	PHF24	PHD finger protein 24	Approved	KIAA1045		9p13.3	AB028968	NM_001304333	PHF	PHD finger proteins	88
8921	PHF3	PHD finger protein 3	Approved			6q12	AF091622		PHF	PHD finger proteins	88
18000	PHF5A	PHD finger protein 5A	Approved		MGC1346, SF3b14b, INI, bK223H9.2, Rds3, SAP14b, SF3B7	22q13.2	BC007321	NM_032758	PHF	PHD finger proteins	88
18145	PHF6	PHD finger protein 6	Approved	BFLS, BORJ	KIAA1823, MGC14797, CENP-31	Xq26.2	AB058726	NM_032458	PHF	PHD finger proteins	88
18458	PHF7	PHD finger protein 7	Approved		NYD-SP6, HSPC226	3p21.1	AY014283	NM_016483	PHF	PHD finger proteins	88
20672	PHF8	PHD finger protein 8	Approved		ZNF422, KIAA1111, JHDM1F, KDM7B	Xp11.22	AB029034	NM_015107	PHF	PHD finger proteins	88
24351	PHRF1	PHD and ring finger domains 1	Approved	RNF221	KIAA1542, PPP1R125	11p15.5	BC004950	NM_020901	PHF	PHD finger proteins	88
30256	PYGO1	pygopus family PHD finger 1	Approved			15q21.3	AF457207	NM_015617	PHF	PHD finger proteins	88
30257	PYGO2	pygopus family PHD finger 2	Approved			1q21.3	BC006132	NM_138300	PHF	PHD finger proteins	88
18118	RSF1	remodeling and spacing factor 1	Approved	HBXAP	XAP8, RSF-1, p325	11q14.1	AF380176, AF227948	NM_016578	PHF	PHD finger proteins	88
11206	SP100	SP100 nuclear antigen	Approved			2q37.1	AF056322	NM_003113	PHF	PHD finger proteins	88
17133	SP140	SP140 nuclear body protein	Approved		LYSP100-B, LYSP100-A	2q37.1	U63420	NM_007237	PHF	PHD finger proteins	88
25105	SP140L	SP140 nuclear body protein like	Approved			2q37.1	BC004921	NM_138402	PHF	PHD finger proteins	88
17303	TAF3	TATA-box binding protein associated factor 3	Approved		TAF140, TAFII140	10p14	AJ292190	NM_031923	PHF	PHD finger proteins	88
11629	TCF19	transcription factor 19	Approved		SC1	6p21.33	U25826	NM_007109	PHF	PHD finger proteins	88
11812	TRIM24	tripartite motif containing 24	Approved	TIF1	hTIF1, Tif1a, RNF82, TIF1A	7q33-q34	AF009353	NM_015905	PHF	PHD finger proteins	88
16384	TRIM28	tripartite motif containing 28	Approved		TIF1B, KAP1, TF1B, RNF96, PPP1R157	19q13.4		NM_005762	PHF	PHD finger proteins	88
16290	TRIM33	tripartite motif containing 33	Approved		TIF1GAMMA, FLJ11429, KIAA1113, TIFGAMMA, RFG7, TF1G, TIF1G, PTC7	1p13.2	AF220136	NM_015906	PHF	PHD finger proteins	88
29005	TRIM66	tripartite motif containing 66	Approved	C11orf29	KIAA0298, TIF1D	11p15.4	AB002296	XM_084529	PHF	PHD finger proteins	88
12557	UHRF2	ubiquitin like with PHD and ring finger domains 2	Approved		RNF107, NIRF, URF2, MGC33463, TDRD23	9p24.1	AF274049	NM_152306	PHF	PHD finger proteins	88
12766	NSD2	nuclear receptor binding SET domain protein 2	Approved	WHSC1	MMSET, KMT3G	4p16.3	AF083386	NM_133330	PHF	PHD finger proteins	88
